branch,arxiv,task,placeholder,scorer,score
"continuum, first-quantized",2308.07488,Define each term in Potential Hamiltonian (continuum version),Potential_variables,Will,(TODO)
"continuum, first-quantized",2308.07488,Define each term in Potential Hamiltonian (continuum version),Potential_variables,Yasaman,2
"continuum, first-quantized",2308.07488,Define each term in Potential Hamiltonian (continuum version),expression_diag,Haining,2
"continuum, first-quantized",2308.07488,Define each term in Potential Hamiltonian (continuum version),expression_diag,Will,(TODO)
"continuum, first-quantized",2308.07488,Define each term in Potential Hamiltonian (continuum version),expression_diag,Yasaman,2
"continuum, first-quantized",2308.07488,Define each term in Potential Hamiltonian (continuum version),expression_offdiag,Haining,2
"continuum, first-quantized",2308.07488,Define each term in Potential Hamiltonian (continuum version),expression_offdiag,Will,(TODO)
"continuum, first-quantized",2308.07488,Define each term in Potential Hamiltonian (continuum version),expression_offdiag,Yasaman,2
"continuum, first-quantized",2308.07488,Define each term in Potential Hamiltonian (continuum version),definition_of_variables,Haining,2
"continuum, first-quantized",2308.07488,Define each term in Potential Hamiltonian (continuum version),definition_of_variables,Will,(TODO)
"continuum, first-quantized",2308.07488,Define each term in Potential Hamiltonian (continuum version),definition_of_variables,Yasaman,2
"continuum, first-quantized",2308.07488,"Convert from single-particle to second-quantized form, return in matrix",real|momentum,Haining,0
"continuum, first-quantized",2308.07488,"Convert from single-particle to second-quantized form, return in matrix",real|momentum,Will,(TODO)
"continuum, first-quantized",2308.07488,"Convert from single-particle to second-quantized form, return in matrix",real|momentum,Yasaman,2
"continuum, first-quantized",2308.07488,"Convert from single-particle to second-quantized form, return in matrix",nonint_symbol,Haining,1
"continuum, first-quantized",2308.07488,"Convert from single-particle to second-quantized form, return in matrix",nonint_symbol,Will,(TODO)
"continuum, first-quantized",2308.07488,"Convert from single-particle to second-quantized form, return in matrix",nonint_symbol,Yasaman,2
"continuum, first-quantized",2308.07488,"Convert from single-particle to second-quantized form, return in matrix",kinetic_symbol,Haining,0
"continuum, first-quantized",2308.07488,"Convert from single-particle to second-quantized form, return in matrix",kinetic_symbol,Will,(TODO)
"continuum, first-quantized",2308.07488,"Convert from single-particle to second-quantized form, return in matrix",kinetic_symbol,Yasaman,1
"continuum, first-quantized",2308.07488,"Convert from single-particle to second-quantized form, return in matrix",potential_symbol,Haining,0
"continuum, first-quantized",2308.07488,"Convert from single-particle to second-quantized form, return in matrix",potential_symbol,Will,(TODO)
"continuum, first-quantized",2308.07488,"Convert from single-particle to second-quantized form, return in matrix",potential_symbol,Yasaman,1
"continuum, first-quantized",2308.07488,"Convert from single-particle to second-quantized form, return in matrix",$r$|$k$,Haining,0
"continuum, first-quantized",2308.07488,"Convert from single-particle to second-quantized form, return in matrix",$r$|$k$,Will,(TODO)
"continuum, first-quantized",2308.07488,"Convert from single-particle to second-quantized form, return in matrix",$r$|$k$,Yasaman,2
"continuum, first-quantized",2308.07488,"Convert from single-particle to second-quantized form, return in matrix",second_nonint_symbol,Haining,0
"continuum, first-quantized",2308.07488,"Convert from single-particle to second-quantized form, return in matrix",second_nonint_symbol,Will,(TODO)
"continuum, first-quantized",2308.07488,"Convert from single-particle to second-quantized form, return in matrix",second_nonint_symbol,Yasaman,0
"continuum, first-quantized",2308.07488,"Convert from single-particle to second-quantized form, return in matrix",definition_of_variables,Haining,2
"continuum, first-quantized",2308.07488,"Convert from single-particle to second-quantized form, return in matrix",definition_of_variables,Will,(TODO)
"continuum, first-quantized",2308.07488,"Convert from single-particle to second-quantized form, return in matrix",definition_of_variables,Yasaman,2
"continuum, first-quantized",2308.07488,"Convert from single-particle to second-quantized form, return in summation (expand the matrix)",second_nonint_symbol,Haining,0
"continuum, first-quantized",2308.07488,"Convert from single-particle to second-quantized form, return in summation (expand the matrix)",second_nonint_symbol,Will,(TODO)
"continuum, first-quantized",2308.07488,"Convert from single-particle to second-quantized form, return in summation (expand the matrix)",second_nonint_symbol,Yasaman,2
"continuum, first-quantized",2308.07488,"Convert from single-particle to second-quantized form, return in summation (expand the matrix)",matrix_element_symbol,Haining,0
"continuum, first-quantized",2308.07488,"Convert from single-particle to second-quantized form, return in summation (expand the matrix)",matrix_element_symbol,Will,(TODO)
"continuum, first-quantized",2308.07488,"Convert from single-particle to second-quantized form, return in summation (expand the matrix)",matrix_element_symbol,Yasaman,2
"continuum, first-quantized",2308.07488,"Convert from single-particle to second-quantized form, return in summation (expand the matrix)",basis_symbol,Haining,0
"continuum, first-quantized",2308.07488,"Convert from single-particle to second-quantized form, return in summation (expand the matrix)",basis_symbol,Will,(TODO)
"continuum, first-quantized",2308.07488,"Convert from single-particle to second-quantized form, return in summation (expand the matrix)",basis_symbol,Yasaman,0
"continuum, first-quantized",2308.07488,"Convert from single-particle to second-quantized form, return in summation (expand the matrix)",definition_of_variables,Haining,2
"continuum, first-quantized",2308.07488,"Convert from single-particle to second-quantized form, return in summation (expand the matrix)",definition_of_variables,Will,(TODO)
"continuum, first-quantized",2308.07488,"Convert from single-particle to second-quantized form, return in summation (expand the matrix)",definition_of_variables,Yasaman,2
"continuum, first-quantized",2308.07488,Convert noninteracting Hamiltonian in real space to momentum space (continuum version),real_creation_op,Haining,0
"continuum, first-quantized",2308.07488,Convert noninteracting Hamiltonian in real space to momentum space (continuum version),real_creation_op,Will,(TODO)
"continuum, first-quantized",2308.07488,Convert noninteracting Hamiltonian in real space to momentum space (continuum version),real_creation_op,Yasaman,0
"continuum, first-quantized",2308.07488,Convert noninteracting Hamiltonian in real space to momentum space (continuum version),momentum_creation_op,Haining,0
"continuum, first-quantized",2308.07488,Convert noninteracting Hamiltonian in real space to momentum space (continuum version),momentum_creation_op,Will,(TODO)
"continuum, first-quantized",2308.07488,Convert noninteracting Hamiltonian in real space to momentum space (continuum version),momentum_creation_op,Yasaman,0
"continuum, first-quantized",2308.07488,Convert noninteracting Hamiltonian in real space to momentum space (continuum version),definition_of_Fourier_Transformation,Haining,0
"continuum, first-quantized",2308.07488,Convert noninteracting Hamiltonian in real space to momentum space (continuum version),definition_of_Fourier_Transformation,Will,(TODO)
"continuum, first-quantized",2308.07488,Convert noninteracting Hamiltonian in real space to momentum space (continuum version),definition_of_Fourier_Transformation,Yasaman,0
"continuum, first-quantized",2308.07488,Convert noninteracting Hamiltonian in real space to momentum space (continuum version),real_variable,Haining,0
"continuum, first-quantized",2308.07488,Convert noninteracting Hamiltonian in real space to momentum space (continuum version),real_variable,Will,(TODO)
"continuum, first-quantized",2308.07488,Convert noninteracting Hamiltonian in real space to momentum space (continuum version),real_variable,Yasaman,0
"continuum, first-quantized",2308.07488,Convert noninteracting Hamiltonian in real space to momentum space (continuum version),entire_real|first_Brillouin_Zone,Haining,0
"continuum, first-quantized",2308.07488,Convert noninteracting Hamiltonian in real space to momentum space (continuum version),entire_real|first_Brillouin_Zone,Will,(TODO)
"continuum, first-quantized",2308.07488,Convert noninteracting Hamiltonian in real space to momentum space (continuum version),entire_real|first_Brillouin_Zone,Yasaman,0
"continuum, first-quantized",2308.07488,Convert noninteracting Hamiltonian in real space to momentum space (continuum version),second_nonint_symbol,Haining,0
"continuum, first-quantized",2308.07488,Convert noninteracting Hamiltonian in real space to momentum space (continuum version),second_nonint_symbol,Will,(TODO)
"continuum, first-quantized",2308.07488,Convert noninteracting Hamiltonian in real space to momentum space (continuum version),second_nonint_symbol,Yasaman,0
"continuum, first-quantized",2308.07488,Convert noninteracting Hamiltonian in real space to momentum space (continuum version),definition_of_variables,Haining,0
"continuum, first-quantized",2308.07488,Convert noninteracting Hamiltonian in real space to momentum space (continuum version),definition_of_variables,Will,(TODO)
"continuum, first-quantized",2308.07488,Convert noninteracting Hamiltonian in real space to momentum space (continuum version),definition_of_variables,Yasaman,0
"continuum, first-quantized",2308.07488,Construct interaction Hamiltonian (momentum space),second_int_symbol,Haining,2
"continuum, first-quantized",2308.07488,Construct interaction Hamiltonian (momentum space),second_int_symbol,Will,(TODO)
"continuum, first-quantized",2308.07488,Construct interaction Hamiltonian (momentum space),second_int_symbol,Yasaman,2
"continuum, first-quantized",2308.07488,Construct interaction Hamiltonian (momentum space),index_of_operator,Haining,0
"continuum, first-quantized",2308.07488,Construct interaction Hamiltonian (momentum space),index_of_operator,Will,(TODO)
"continuum, first-quantized",2308.07488,Construct interaction Hamiltonian (momentum space),index_of_operator,Yasaman,2
"continuum, first-quantized",2308.07488,Construct interaction Hamiltonian (momentum space),momentum,Haining,0
"continuum, first-quantized",2308.07488,Construct interaction Hamiltonian (momentum space),momentum,Will,(TODO)
"continuum, first-quantized",2308.07488,Construct interaction Hamiltonian (momentum space),momentum,Yasaman,0
"continuum, first-quantized",2308.07488,Construct interaction Hamiltonian (momentum space),interaction,Haining,2
"continuum, first-quantized",2308.07488,Construct interaction Hamiltonian (momentum space),interaction,Will,(TODO)
"continuum, first-quantized",2308.07488,Construct interaction Hamiltonian (momentum space),interaction,Yasaman,2
"continuum, first-quantized",2308.07488,Construct interaction Hamiltonian (momentum space),int_form,Haining,2
"continuum, first-quantized",2308.07488,Construct interaction Hamiltonian (momentum space),int_form,Will,(TODO)
"continuum, first-quantized",2308.07488,Construct interaction Hamiltonian (momentum space),int_form,Yasaman,2
"continuum, first-quantized",2308.07488,Construct interaction Hamiltonian (momentum space),normalization_factor,Haining,2
"continuum, first-quantized",2308.07488,Construct interaction Hamiltonian (momentum space),normalization_factor,Will,(TODO)
"continuum, first-quantized",2308.07488,Construct interaction Hamiltonian (momentum space),normalization_factor,Yasaman,2
